y,N,E,avg_ew,sd_ew,med_ew,max_ew,avg_ew_scaled,sd_ew_scaled,med_ew_scaled,deg_max,deg_min,strength_mean,assort,ed,ld,mean_deg,nc,nc_weighted,m,m_weighted,beta_eff,period,pcgroup
2011,11,42,9347.680302,17128.14406,1503.169172,63209.9889,0.023809524,0.043627182,0.00382873,0.9,0,0.181818182,-0.206566347,0.763636364,3.818181818,7.636363636,0.166666667,0.290300347,-0.034297052,0.150973975,40732.29224,late,MNA
2012,3,2,137991.9374,165211.3163,137991.9374,254813.9796,0.5,0.5986267,0.5,1,0.5,0.666666667,-1,0.666666667,0.666666667,1.333333333,1,0.75,-0.375,-0.464588482,335791.7477,early,CCA
2012,8,16,12678.28055,23601.51673,3431.770599,88623.07611,0.0625,0.116348174,0.016917567,1,0.285714286,0.25,-0.464480874,0.571428571,2,4,0.571428571,0.416879266,0.125,0.262995314,56614.17469,late,CCA
2012,5,5,54514.14377,68814.326,23926.27976,166716.9369,0.2,0.252464118,0.087780081,1,0.25,0.4,-0.805555556,0.5,1,2,0.833333333,0.59202379,-0.26,-0.354051259,141379.8842,early,ERA
2012,8,13,42919.91997,91744.32401,15802.80752,341231.4872,0.076923077,0.164428445,0.028322527,0.857142857,0.142857143,0.25,-0.266666667,0.464285714,1.625,3.25,0.523809524,0.284028044,0.127218935,0.461322357,239029.8147,late,ERA
2012,7,9,8000.512587,8304.304786,3124.518282,22059.97427,0.111111111,0.115330177,0.043393307,1,0.166666667,0.285714286,-0.6875,0.428571429,1.285714286,2.571428571,0.8,0.533196693,0,0,16620.14505,early,BGA
2012,9,12,18686.20209,31011.63737,7705.955536,107193.6508,0.083333333,0.138300073,0.034365622,0.75,0,0.222222222,-0.606060606,0.333333333,1.333333333,2.666666667,0.535714286,0.451286214,0.041666667,0.062675392,70153.14265,late,BGA
2012,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,early,BDA
2012,6,12,14622.14978,33454.47743,778.856483,114961.7627,0.083333333,0.19066096,0.004438794,1,0.4,0.333333333,-0.454545455,0.8,2,4,0.3,0.535534323,0,0,91163.70333,late,BDA
2012,10,8,14139.31177,22304.87514,2274.213642,63291.20212,0.125,0.19718848,0.020105413,0.666666667,0,0.2,-0.653333333,0.177777778,0.8,1.6,0.611111111,0.441704507,0.1796875,0.009581782,49325.42711,early,SFA
2012,15,33,15766.61954,25987.22267,3164.778347,101447.0406,0.03030303,0.049946762,0.006082621,0.714285714,0,0.133333333,-0.26239728,0.314285714,2.2,4.4,0.461538462,0.2458623,0.093204775,0.344292799,58599.8813,late,SFA
2012,11,22,5256.412214,15484.4547,665.711192,72179.42536,0.045454545,0.133901,0.005756702,0.8,0,0.181818182,-0.275362319,0.4,2,4,0.488888889,0.326320551,1.04E-17,0.232674515,50870.8594,early,MRA
2012,14,33,10719.32128,25582.55453,2188.550892,132169.6434,0.03030303,0.07232071,0.006186933,0.769230769,0,0.142857143,-0.309477414,0.362637363,2.357142857,4.714285714,0.474358974,0.153481066,0.084940312,0.561448188,71774.22198,late,MRA
2012,9,7,2882.136081,3688.209998,316.6545318,9535.721727,0.142857143,0.182811334,0.015695429,0.375,0,0.222222222,-0.166666667,0.194444444,0.777777778,1.555555556,0.232142857,0.262049198,0.142857143,0.031834894,7601.862218,early,MNA
2012,14,39,17222.05399,75974.37821,776.3917383,474082.0442,0.025641026,0.113114323,0.00115593,0.846153846,0,0.142857143,-0.351099267,0.428571429,2.785714286,5.571428571,0.487179487,0.328821337,0.043063774,0.413607516,352379.8782,late,MNA
2013,3,2,147988.8231,169684.5461,147988.8231,267973.9163,0.5,0.573301897,0.5,1,0.5,0.666666667,-1,0.666666667,0.666666667,1.333333333,1,0.75,-0.375,-0.457168766,342549.7674,early,CCA
2013,7,11,6402.177128,7609.473179,2427.398991,20863.38292,0.090909091,0.108052351,0.034468374,0.833333333,0,0.285714286,-0.447368421,0.523809524,1.571428571,3.142857143,0.433333333,0.315750234,-0.103305785,0.140515049,15446.61325,late,CCA
2013,5,4,94760.21433,64445.6597,82756.34632,179913.2616,0.25,0.17002299,0.218330939,0.75,0,0.4,-0.714285714,0.4,0.8,1.6,0.583333333,0.297595921,-0.28125,-0.321655956,138589.1892,early,ERA
2013,9,9,37207.73072,78720.32245,14719.15055,245957.5566,0.111111111,0.235077558,0.043954876,0.5,0.125,0.222222222,-0.099236641,0.25,1,2,0.321428571,0.37047765,0.197530864,0.390031117,203756.1615,late,ERA
2013,7,10,22888.76953,38525.34326,4694.916669,105643.0784,0.1,0.168315484,0.020511879,1,0.166666667,0.285714286,-0.702898551,0.476190476,1.428571429,2.857142857,0.733333333,0.529646515,0.02,0.037440982,87732.88759,early,BGA
2013,6,10,23574.73455,39235.8608,6646.48475,125636.4305,0.1,0.166431824,0.028193254,0.8,0.2,0.333333333,-0.176470588,0.666666667,1.666666667,3.333333333,0.2,0.452008391,0.075,0.128744745,88875.69347,late,BGA
2013,3,3,18100.39049,30359.87012,704.0760198,53156.61852,0.333333333,0.559101568,0.012966129,1,1,0.666666667,NA,1,1,2,0,0.731748587,-0.333333333,-0.489630615,69023.14346,early,BDA
2013,5,7,28078.73157,41220.55593,3581.649839,108669.6974,0.142857143,0.209719261,0.018222485,1,0.5,0.4,-0.75,0.7,1.4,2.8,0.5,0.481460657,-0.224489796,-0.348895397,88591.94338,late,BDA
2013,10,9,14153.5229,23709.94228,2489.100489,72392.35628,0.111111111,0.186133025,0.019540486,0.555555556,0,0.2,-0.397515528,0.2,0.9,1.8,0.444444444,0.426457734,0.222222222,0.022938744,53872.35241,early,SFA
2013,14,27,18878.48964,38604.57905,5587.87664,159108.017,0.037037037,0.07573695,0.010962656,0.692307692,0,0.142857143,-0.199380165,0.296703297,1.928571429,3.857142857,0.461538462,0.192446578,0.048010974,0.43522092,97820.9025,late,SFA
2013,11,18,6348.078806,21964.66573,307.9861254,94114.15743,0.055555556,0.192224962,0.002695357,0.7,0,0.181818182,-0.277108434,0.327272727,1.636363636,3.272727273,0.455555556,0.372339686,0.086419753,0.206599464,82346.90547,early,MRA
2013,15,41,7219.723095,18064.92537,1828.914927,95043.06925,0.024390244,0.06102837,0.006178586,0.857142857,0,0.133333333,-0.374238227,0.39047619,2.733333333,5.466666667,0.538461538,0.151614543,0.04164188,0.562388935,52421.1144,late,MRA
2013,9,8,46166.6319,120652.6815,2464.425055,344589.1067,0.125,0.326677182,0.006672636,0.5,0.125,0.222222222,-0.385826772,0.222222222,0.888888889,1.777777778,0.357142857,0.514047318,0.21875,0.125015593,361482.4554,early,MNA
2013,16,42,7337.611121,13094.58658,1309.742947,58127.08398,0.023809524,0.042490106,0.004249933,0.866666667,0,0.125,-0.482320587,0.35,2.625,5.25,0.59047619,0.201308244,0.053854875,0.333167722,30706.00648,late,MNA
2014,3,2,166376.6604,138504.4141,166376.6604,264314.0709,0.5,0.416237511,0.5,1,0.5,0.666666667,-1,0.666666667,0.666666667,1.333333333,1,0.75,-0.375,-0.418313416,281678.1257,early,CCA
2014,6,9,7705.633221,14029.97394,712.6462742,42747.79246,0.111111111,0.202304723,0.010275978,0.8,0,0.333333333,-0.5,0.6,1.5,3,0.3,0.362721115,-0.080246914,0.032995686,33250.60312,late,CCA
2014,5,5,82736.73069,129773.8768,4800.170186,300690.8075,0.2,0.313703178,0.01160348,1,0.25,0.4,-0.805555556,0.5,1,2,0.833333333,0.624031304,0.08,0.00168261,286289.1186,early,ERA
2014,9,16,26616.08476,90037.3886,1907.51529,363879.8197,0.0625,0.211426167,0.004479235,0.75,0.125,0.222222222,0,0.444444444,1.777777778,3.555555556,0.392857143,0.457246353,0.1171875,0.248710413,331196.2444,late,ERA
2014,8,15,20149.56819,30839.72232,5282.148462,111671.7812,0.066666667,0.102036007,0.017476465,0.857142857,0.142857143,0.25,-0.482213439,0.535714286,1.875,3.75,0.428571429,0.437799039,0,-4.44E-16,67351.00018,early,BGA
2014,7,13,17624.64243,33069.47046,987.4959891,115564.0213,0.076923077,0.144332314,0.004309944,0.833333333,0,0.285714286,-0.444444444,0.619047619,1.857142857,3.714285714,0.3,0.401240248,0,2.22E-16,79673.55382,late,BGA
2014,3,3,12008.26706,13664.77035,7802.819372,27281.47328,0.333333333,0.379315635,0.216595765,1,1,0.666666667,NA,1,1,2,0,0.691258685,-0.333333333,-0.405273509,27558.0502,early,BDA
2014,9,19,7266.34492,11072.85944,2786.985584,38085.94086,0.052631579,0.080202919,0.02018669,0.875,0,0.222222222,-0.459756098,0.527777778,2.111111111,4.222222222,0.446428571,0.259142422,-0.006925208,0.044603119,24139.78231,late,BDA
2014,8,5,2311.617891,2279.834012,2262.335565,4947.673496,0.2,0.197250075,0.195736118,0.428571429,0,0.25,-0.666666667,0.178571429,0.625,1.25,0.333333333,0.315091191,0.3,0.315393893,4560.10504,early,SFA
2014,12,26,14326.97597,27169.20322,1336.246368,121982.8527,0.038461538,0.072937189,0.003587225,0.727272727,0,0.166666667,-0.297504798,0.393939394,2.166666667,4.333333333,0.4,0.128224951,-0.028106509,0.443836462,65849.75405,late,SFA
2014,9,13,7360.573408,21215.73869,527.4236225,77502.02685,0.076923077,0.221719125,0.005511941,0.625,0,0.222222222,-0.377880184,0.361111111,1.444444444,2.888888889,0.339285714,0.398192353,-0.017751479,0.073465047,68511.72879,early,MRA
2014,16,45,6417.292341,11552.46817,2135.714235,51656.69678,0.022222222,0.040004647,0.007395692,0.733333333,0,0.125,-0.196153545,0.375,2.8125,5.625,0.40952381,0.141245881,0.138024691,0.465880743,27214.15086,late,MRA
2014,11,12,6106.019926,6432.868548,4396.459795,21029.49776,0.083333333,0.087794076,0.060001712,0.5,0.1,0.181818182,-0.166666667,0.218181818,1.090909091,2.181818182,0.344444444,0.178896769,0.364583333,0.545305012,12883.23295,early,MNA
2014,13,38,28062.42308,133049.0104,3392.600808,825036.4901,0.026315789,0.124767905,0.003181442,0.916666667,0.083333333,0.153846154,-0.239969528,0.487179487,2.923076923,5.846153846,0.507575758,0.397126966,0.047091413,0.34921904,658871.7841,late,MNA
2015,3,1,NA,NA,NA,0,NA,NA,NA,0.5,0,0.666666667,NA,0.333333333,0.333333333,0.666666667,0.5,0.5,-0.5,-0.5,NA,early,CCA
2015,5,6,75386.65152,64890.36921,73338.74935,160278.6169,0.166666667,0.143461227,0.162139114,1,0.5,0.4,-0.5,0.6,1.2,2.4,0.666666667,0.603924665,-0.222222222,-0.312543131,131242.1635,late,CCA
2015,4,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,0,0,0,NA,0,0,NA,early,ERA
2015,8,15,34589.69507,55360.03806,4907.48991,170733.1542,0.066666667,0.106698518,0.009458482,1,0.285714286,0.25,-0.380655226,0.535714286,1.875,3.75,0.619047619,0.422304624,0.097777778,0.140942224,123192.2054,late,ERA
2015,6,6,3519.965381,3282.804434,2617.781665,7709.102,0.166666667,0.155437345,0.123949215,0.8,0,0.333333333,-0.714285714,0.4,1,2,0.6,0.198037304,-0.013888889,0.250005727,6581.587808,early,BGA
2015,8,16,21273.7459,26876.58346,5940.28362,93029.48701,0.0625,0.07896054,0.017451921,0.857142857,0.142857143,0.25,-0.309462916,0.571428571,2,4,0.380952381,0.245864238,0.013671875,0.109455226,55228.77864,late,BGA
2015,3,1,NA,NA,NA,0,NA,NA,NA,0.5,0,0.666666667,NA,0.333333333,0.333333333,0.666666667,0.5,0.5,-0.5,-0.5,NA,early,BDA
2015,7,12,17357.65801,31447.09098,4225.551035,110353.4972,0.083333333,0.150976066,0.02028668,1,0.166666667,0.285714286,-0.565217391,0.571428571,1.714285714,3.428571429,0.6,0.487336996,0.041666667,0.037604911,74330.75486,late,BDA
2015,10,12,13042.16203,42861.35238,253.9966989,149109.1987,0.083333333,0.273864054,0.00162292,0.555555556,0,0.2,0.142857143,0.266666667,1.2,2.4,0.361111111,0.418187914,0.152777778,0.090056164,153900.3666,early,SFA
2015,11,20,59004.77329,121659.259,11049.46233,520856.6354,0.05,0.103092726,0.009363194,0.9,0.1,0.181818182,-0.642955484,0.363636364,1.818181818,3.636363636,0.655555556,0.516554313,-0.03875,0.021098735,309848.4672,late,SFA
2015,8,15,5553.236772,13248.35645,946.1892459,52009.23661,0.066666667,0.15904666,0.011359012,0.857142857,0.142857143,0.25,-0.341463415,0.535714286,1.875,3.75,0.428571429,0.414311614,0.006666667,0.240207367,37159.83954,early,MRA
2015,16,41,8466.399241,17677.78336,1593.442938,104118.4209,0.024390244,0.050926661,0.004590436,0.666666667,0,0.125,-0.373103087,0.341666667,2.5625,5.125,0.371428571,0.150593138,0.03569304,0.430936157,45377.48928,late,MRA
2015,12,19,7262.283045,23598.58167,318.0691383,103419.827,0.052631579,0.171024815,0.002305126,0.636363636,0.090909091,0.166666667,-0.112612613,0.287878788,1.583333333,3.166666667,0.418181818,0.381497006,0.156509695,0.37951542,83945.20125,early,MNA
2015,11,26,15139.17604,24168.34012,8110.741801,107021.3862,0.038461538,0.061400405,0.020605587,0.8,0.1,0.181818182,0.037037037,0.472727273,2.363636364,4.727272727,0.4,0.171974232,0.014792899,0.421236664,53721.76881,late,MNA
2016,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,early,CCA
2016,6,8,12094.99275,13818.01938,8823.56931,44180.66769,0.125,0.142807231,0.091190312,0.8,0,0.333333333,-0.333333333,0.533333333,1.333333333,2.666666667,0.4,0.348012674,-0.03125,0.058238195,27881.49743,late,CCA
2016,5,5,77641.91163,111403.7397,19682.11016,260694.1846,0.2,0.28696805,0.050699705,1,0.25,0.4,-0.805555556,0.5,1,2,0.833333333,0.624027337,-0.26,-0.382326347,237488.4812,early,ERA
2016,8,12,15259.1514,36193.92874,5163.22401,129684.1834,0.083333333,0.197662416,0.028197418,0.857142857,0.142857143,0.25,-0.299145299,0.428571429,1.5,3,0.571428571,0.377743906,0.135416667,0.3593755,101109.3041,late,ERA
2016,6,9,10528.41401,19589.21861,2242.875842,61026.19647,0.111111111,0.206733877,0.023670082,0.8,0,0.333333333,-0.5,0.6,1.5,3,0.3,0.356746817,0,0,46976.20998,early,BGA
2016,9,21,10313.40848,12866.52088,4327.304017,44390.2489,0.047619048,0.059407273,0.019980019,0.875,0,0.222222222,-0.368888889,0.583333333,2.333333333,4.666666667,0.375,0.185251398,-0.094104308,0.066205556,26365.07169,late,BGA
2016,3,1,NA,NA,NA,0,NA,NA,NA,0.5,0,0.666666667,NA,0.333333333,0.333333333,0.666666667,0.5,0.5,-0.5,-0.5,NA,early,BDA
2016,7,14,14540.68775,35641.93203,2318.7206,135783.1458,0.071428571,0.175084723,0.011390307,1,0.5,0.285714286,-0.494791667,0.666666667,2,4,0.466666667,0.499321587,0.017857143,0.024124054,101905.6969,late,BDA
2016,9,8,8540.7525,20737.70063,793.2303091,59727.09041,0.125,0.303511029,0.011609491,0.75,0,0.222222222,-0.653333333,0.222222222,0.888888889,1.777777778,0.678571429,0.491688302,-0.03125,0.014398568,58893.71933,early,SFA
2016,14,27,26448.00841,47846.87683,7141.349191,202933.7385,0.037037037,0.067003402,0.010000542,0.692307692,0,0.142857143,-0.189979123,0.296703297,1.928571429,3.857142857,0.461538462,0.254544991,0.061728395,0.41134878,113007.404,late,SFA
2016,9,15,3860.443415,6830.703267,855.839566,26721.56217,0.066666667,0.117960599,0.014779642,0.625,0,0.222222222,0.53125,0.416666667,1.666666667,3.333333333,0.267857143,0.286468817,0.051111111,0.195805738,15946.75115,early,MRA
2016,11,19,14041.6327,18868.87377,8189.227223,71255.22376,0.052631579,0.070725295,0.030695288,0.7,0,0.181818182,-0.147965475,0.345454545,1.727272727,3.454545455,0.433333333,0.113074774,0.120498615,0.421697065,39397.25944,late,MRA
2016,7,9,4588.741438,7283.542856,1187.488222,22658.72511,0.111111111,0.176362637,0.028753665,0.666666667,0,0.285714286,-0.384615385,0.428571429,1.285714286,2.571428571,0.333333333,0.315054691,0.067901235,0.131321218,16149.64485,early,MNA
2016,12,34,15120.13782,52609.72871,3051.50368,309115.9198,0.029411765,0.102336697,0.0059358,0.818181818,0.090909091,0.166666667,0.102456874,0.515151515,2.833333333,5.666666667,0.363636364,0.284483196,0.057093426,0.479479144,198172.9373,late,MNA
